codigo_nacional,codigo_regional,region,prefijo,tipo,clasificacion,renombrado,base_regional,fuente_correspondencia,score_jaccard,nota,iar_reg,iar_nac,oar_reg,oar_nac
DEMTRAGSLTAX,NE_DEMTRAGSLTAX,NE,NE,technology,mapeo_directo,False,DEMTRAGSLTAX,identidad,,,NE_GSL003,GSL002,NE_TRATAX,TRATAX
DEMTRAGSLTAX,OR_DEMTRAGSLTAX,OR,OR,technology,mapeo_directo,False,DEMTRAGSLTAX,identidad,,,OR_GSL003,GSL002,OR_TRATAX,TRATAX
DEMTRAGSLTAX,SE_DEMTRAGSLTAX,SE,SE,technology,mapeo_directo,False,DEMTRAGSLTAX,identidad,,,SE_GSL002,GSL,SE_TRATAX,TRATAX
DEMTRAGSLTAX,SO_DEMTRAGSLTAX,SO,SO,technology,mapeo_directo,False,DEMTRAGSLTAX,identidad,,,SO_GSL003,GSL002,SO_TRATAX,TRATAX
DEMTRAGSLTCK_C2P,AN_DEMTRAGSLTCK_C2P,AN,AN,technology,mapeo_directo,False,DEMTRAGSLTCK_C2P,identidad,,,AN_GSL003,GSL002,AN_TRATCK,TRATCK
DEMTRAGSLTCK_C2P,CA_DEMTRAGSLTCK_C2P,CA,CA,technology,mapeo_directo,False,DEMTRAGSLTCK_C2P,identidad,,,CA_GSL003,GSL002,CA_TRATCK,TRATCK
DEMTRAGSLTCK_C2P,IN_DEMTRAGSLTCK_C2P,IN,IN,technology,mapeo_directo,False,DEMTRAGSLTCK_C2P,identidad,,,IN_GSL002,GSL,IN_TRATCK,TRATCK
DEMTRAGSLTCK_C2P,NE_DEMTRAGSLTCK_C2P,NE,NE,technology,mapeo_directo,False,DEMTRAGSLTCK_C2P,identidad,,,NE_GSL003,GSL002,NE_TRATCK,TRATCK
DEMTRAGSLTCK_C2P,OR_DEMTRAGSLTCK_C2P,OR,OR,technology,mapeo_directo,False,DEMTRAGSLTCK_C2P,identidad,,,OR_GSL003,GSL002,OR_TRATCK,TRATCK
DEMTRAGSLTCK_C2P,SE_DEMTRAGSLTCK_C2P,SE,SE,technology,mapeo_directo,False,DEMTRAGSLTCK_C2P,identidad,,,SE_GSL002,GSL,SE_TRATCK,TRATCK
DEMTRAGSLTCK_C2P,SO_DEMTRAGSLTCK_C2P,SO,SO,technology,mapeo_directo,False,DEMTRAGSLTCK_C2P,identidad,,,SO_GSL003,GSL002,SO_TRATCK,TRATCK
DEMTRAHDGBUS_IMU,AN_DEMTRAHDGBUS_IMU,AN,AN,technology,mapeo_directo,False,DEMTRAHDGBUS_IMU,identidad,,,AN_HDG002,HDG002,AN_TRABUS,TRABUS
DEMTRAHDGBUS_IMU,CA_DEMTRAHDGBUS_IMU,CA,CA,technology,mapeo_directo,False,DEMTRAHDGBUS_IMU,identidad,,,CA_HDG002,HDG002,CA_TRABUS,TRABUS
DEMTRAHDGBUS_IMU,NE_DEMTRAHDGBUS_IMU,NE,NE,technology,mapeo_directo,False,DEMTRAHDGBUS_IMU,identidad,,,NE_HDG002,HDG002,NE_TRABUS,TRABUS
DEMTRAHDGBUS_IMU,OR_DEMTRAHDGBUS_IMU,OR,OR,technology,mapeo_directo,False,DEMTRAHDGBUS_IMU,identidad,,,OR_HDG002,HDG002,OR_TRABUS,TRABUS
DEMTRAHDGBUS_IMU,SO_DEMTRAHDGBUS_IMU,SO,SO,technology,mapeo_directo,False,DEMTRAHDGBUS_IMU,identidad,,,SO_HDG002,HDG002,SO_TRABUS,TRABUS
DEMTRAHDGBUS_URB,AN_DEMTRAHDGBUS_URB,AN,AN,technology,mapeo_directo,False,DEMTRAHDGBUS_URB,identidad,,,AN_HDG002,HDG002,AN_TRABUS,TRABUS
DEMTRAHDGBUS_URB,CA_DEMTRAHDGBUS_URB,CA,CA,technology,mapeo_directo,False,DEMTRAHDGBUS_URB,identidad,,,CA_HDG002,HDG002,CA_TRABUS,TRABUS
DEMTRAHDGBUS_URB,NE_DEMTRAHDGBUS_URB,NE,NE,technology,mapeo_directo,False,DEMTRAHDGBUS_URB,identidad,,,NE_HDG002,HDG002,NE_TRABUS,TRABUS
DEMTRAHDGBUS_URB,OR_DEMTRAHDGBUS_URB,OR,OR,technology,mapeo_directo,False,DEMTRAHDGBUS_URB,identidad,,,OR_HDG002,HDG002,OR_TRABUS,TRABUS
DEMTRAHDGBUS_URB,SO_DEMTRAHDGBUS_URB,SO,SO,technology,mapeo_directo,False,DEMTRAHDGBUS_URB,identidad,,,SO_HDG002,HDG002,SO_TRABUS,TRABUS
DEMTRAHDGFWD,AN_DEMTRAHDGFWD,AN,AN,technology,mapeo_directo,False,DEMTRAHDGFWD,identidad,,,AN_HDG002,HDG002,AN_TRAFWD,TRAFWD
DEMTRAHDGFWD,CA_DEMTRAHDGFWD,CA,CA,technology,mapeo_directo,False,DEMTRAHDGFWD,identidad,,,CA_HDG002,HDG002,CA_TRAFWD,TRAFWD
DEMTRAHDGFWD,NE_DEMTRAHDGFWD,NE,NE,technology,mapeo_directo,False,DEMTRAHDGFWD,identidad,,,NE_HDG002,HDG002,NE_TRAFWD,TRAFWD
DEMTRAHDGFWD,OR_DEMTRAHDGFWD,OR,OR,technology,mapeo_directo,False,DEMTRAHDGFWD,identidad,,,OR_HDG002,HDG002,OR_TRAFWD,TRAFWD
DEMTRAHDGFWD,SO_DEMTRAHDGFWD,SO,SO,technology,mapeo_directo,False,DEMTRAHDGFWD,identidad,,,SO_HDG002,HDG002,SO_TRAFWD,TRAFWD
DEMTRAHDGLDV,AN_DEMTRAHDGLDV,AN,AN,technology,mapeo_directo,False,DEMTRAHDGLDV,identidad,,,AN_HDG002,HDG002,AN_TRALDV,TRALDV
DEMTRAHDGLDV,CA_DEMTRAHDGLDV,CA,CA,technology,mapeo_directo,False,DEMTRAHDGLDV,identidad,,,CA_HDG002,HDG002,CA_TRALDV,TRALDV
DEMTRAHDGLDV,NE_DEMTRAHDGLDV,NE,NE,technology,mapeo_directo,False,DEMTRAHDGLDV,identidad,,,NE_HDG002,HDG002,NE_TRALDV,TRALDV
DEMTRAHDGLDV,OR_DEMTRAHDGLDV,OR,OR,technology,mapeo_directo,False,DEMTRAHDGLDV,identidad,,,OR_HDG002,HDG002,OR_TRALDV,TRALDV
DEMTRAHDGLDV,SO_DEMTRAHDGLDV,SO,SO,technology,mapeo_directo,False,DEMTRAHDGLDV,identidad,,,SO_HDG002,HDG002,SO_TRALDV,TRALDV
DEMTRAHDGMIC,AN_DEMTRAHDGMIC,AN,AN,technology,mapeo_directo,False,DEMTRAHDGMIC,identidad,,,AN_HDG002,HDG002,AN_TRAMIC,TRAMIC
DEMTRAHDGMIC,CA_DEMTRAHDGMIC,CA,CA,technology,mapeo_directo,False,DEMTRAHDGMIC,identidad,,,CA_HDG002,HDG002,CA_TRAMIC,TRAMIC
DEMTRAHDGMIC,NE_DEMTRAHDGMIC,NE,NE,technology,mapeo_directo,False,DEMTRAHDGMIC,identidad,,,NE_HDG002,HDG002,NE_TRAMIC,TRAMIC
DEMTRAHDGMIC,OR_DEMTRAHDGMIC,OR,OR,technology,mapeo_directo,False,DEMTRAHDGMIC,identidad,,,OR_HDG002,HDG002,OR_TRAMIC,TRAMIC
DEMTRAHDGMIC,SO_DEMTRAHDGMIC,SO,SO,technology,mapeo_directo,False,DEMTRAHDGMIC,identidad,,,SO_HDG002,HDG002,SO_TRAMIC,TRAMIC
DEMTRAHDGSTT,AN_DEMTRAHDGSTT,AN,AN,technology,mapeo_directo,False,DEMTRAHDGSTT,identidad,,,AN_HDG002,HDG002,AN_TRASTT,TRASTT
DEMTRAHDGSTT,CA_DEMTRAHDGSTT,CA,CA,technology,mapeo_directo,False,DEMTRAHDGSTT,identidad,,,CA_HDG002,HDG002,CA_TRASTT,TRASTT
DEMTRAHDGSTT,NE_DEMTRAHDGSTT,NE,NE,technology,mapeo_directo,False,DEMTRAHDGSTT,identidad,,,NE_HDG002,HDG002,NE_TRASTT,TRASTT
DEMTRAHDGSTT,OR_DEMTRAHDGSTT,OR,OR,technology,mapeo_directo,False,DEMTRAHDGSTT,identidad,,,OR_HDG002,HDG002,OR_TRASTT,TRASTT
DEMTRAHDGSTT,SO_DEMTRAHDGSTT,SO,SO,technology,mapeo_directo,False,DEMTRAHDGSTT,identidad,,,SO_HDG002,HDG002,SO_TRASTT,TRASTT
DEMTRAHDGTAX,AN_DEMTRAHDGTAX,AN,AN,technology,mapeo_directo,False,DEMTRAHDGTAX,identidad,,,AN_HDG002,HDG002,AN_TRATAX,TRATAX
DEMTRAHDGTAX,CA_DEMTRAHDGTAX,CA,CA,technology,mapeo_directo,False,DEMTRAHDGTAX,identidad,,,CA_HDG002,HDG002,CA_TRATAX,TRATAX
DEMTRAHDGTAX,NE_DEMTRAHDGTAX,NE,NE,technology,mapeo_directo,False,DEMTRAHDGTAX,identidad,,,NE_HDG002,HDG002,NE_TRATAX,TRATAX
DEMTRAHDGTAX,OR_DEMTRAHDGTAX,OR,OR,technology,mapeo_directo,False,DEMTRAHDGTAX,identidad,,,OR_HDG002,HDG002,OR_TRATAX,TRATAX
DEMTRAHDGTAX,SO_DEMTRAHDGTAX,SO,SO,technology,mapeo_directo,False,DEMTRAHDGTAX,identidad,,,SO_HDG002,HDG002,SO_TRATAX,TRATAX
DEMTRAHDGTCK_CSG,AN_DEMTRAHDGTCK_CSG,AN,AN,technology,mapeo_directo,False,DEMTRAHDGTCK_CSG,identidad,,,AN_HDG002,HDG002,AN_TRATCK,TRATCK
DEMTRAHDGTCK_CSG,CA_DEMTRAHDGTCK_CSG,CA,CA,technology,mapeo_directo,False,DEMTRAHDGTCK_CSG,identidad,,,CA_HDG002,HDG002,CA_TRATCK,TRATCK
DEMTRAHDGTCK_CSG,NE_DEMTRAHDGTCK_CSG,NE,NE,technology,mapeo_directo,False,DEMTRAHDGTCK_CSG,identidad,,,NE_HDG002,HDG002,NE_TRATCK,TRATCK
DEMTRAHDGTCK_CSG,OR_DEMTRAHDGTCK_CSG,OR,OR,technology,mapeo_directo,False,DEMTRAHDGTCK_CSG,identidad,,,OR_HDG002,HDG002,OR_TRATCK,TRATCK
DEMTRAHDGTCK_CSG,SO_DEMTRAHDGTCK_CSG,SO,SO,technology,mapeo_directo,False,DEMTRAHDGTCK_CSG,identidad,,,SO_HDG002,HDG002,SO_TRATCK,TRATCK
DEMTRAHEVFWD,AN_DEMTRAHEVFWD,AN,AN,technology,mapeo_directo,False,DEMTRAHEVFWD,identidad,,,AN_DSL003,DSL002,AN_TRAFWD,TRAFWD
DEMTRAHEVFWD,CA_DEMTRAHEVFWD,CA,CA,technology,mapeo_directo,False,DEMTRAHEVFWD,identidad,,,CA_DSL003,DSL002,CA_TRAFWD,TRAFWD
DEMTRAHEVFWD,IN_DEMTRAHEVFWD,IN,IN,technology,mapeo_directo,False,DEMTRAHEVFWD,identidad,,,IN_GSL002,GSL,IN_TRAFWD,TRAFWD
DEMTRAHEVFWD,NE_DEMTRAHEVFWD,NE,NE,technology,mapeo_directo,False,DEMTRAHEVFWD,identidad,,,NE_DSL003,DSL002,NE_TRAFWD,TRAFWD
DEMTRAHEVFWD,OR_DEMTRAHEVFWD,OR,OR,technology,mapeo_directo,False,DEMTRAHEVFWD,identidad,,,OR_DSL003,DSL002,OR_TRAFWD,TRAFWD
DEMTRAHEVFWD,SE_DEMTRAHEVFWD,SE,SE,technology,mapeo_directo,False,DEMTRAHEVFWD,identidad,,,SE_GSL002,GSL,SE_TRAFWD,TRAFWD
DEMTRAHEVFWD,SO_DEMTRAHEVFWD,SO,SO,technology,mapeo_directo,False,DEMTRAHEVFWD,identidad,,,SO_DSL003,DSL002,SO_TRAFWD,TRAFWD
DEMTRAHEVLDV,AN_DEMTRAHEVLDV,AN,AN,technology,mapeo_directo,False,DEMTRAHEVLDV,identidad,,,AN_GSL003,GSL002,AN_TRALDV,TRALDV
DEMTRAHEVLDV,CA_DEMTRAHEVLDV,CA,CA,technology,mapeo_directo,False,DEMTRAHEVLDV,identidad,,,CA_GSL003,GSL002,CA_TRALDV,TRALDV
DEMTRAHEVLDV,IN_DEMTRAHEVLDV,IN,IN,technology,mapeo_directo,False,DEMTRAHEVLDV,identidad,,,IN_GSL002,GSL,IN_TRALDV,TRALDV
DEMTRAHEVLDV,NE_DEMTRAHEVLDV,NE,NE,technology,mapeo_directo,False,DEMTRAHEVLDV,identidad,,,NE_GSL003,GSL002,NE_TRALDV,TRALDV
DEMTRAHEVLDV,OR_DEMTRAHEVLDV,OR,OR,technology,mapeo_directo,False,DEMTRAHEVLDV,identidad,,,OR_GSL003,GSL002,OR_TRALDV,TRALDV
DEMTRAHEVLDV,SE_DEMTRAHEVLDV,SE,SE,technology,mapeo_directo,False,DEMTRAHEVLDV,identidad,,,SE_GSL002,GSL,SE_TRALDV,TRALDV
DEMTRAHEVLDV,SO_DEMTRAHEVLDV,SO,SO,technology,mapeo_directo,False,DEMTRAHEVLDV,identidad,,,SO_GSL003,GSL002,SO_TRALDV,TRALDV
DEMTRAJETAVI,AN_DEMTRAJETAVI,AN,AN,technology,mapeo_directo,False,DEMTRAJETAVI,identidad,,,AN_JET002,JET,AN_TRAAVI,TRAAVI
DEMTRAJETAVI,CA_DEMTRAJETAVI,CA,CA,technology,mapeo_directo,False,DEMTRAJETAVI,identidad,,,CA_JET002,JET,CA_TRAAVI,TRAAVI
DEMTRAJETAVI,IN_DEMTRAJETAVI,IN,IN,technology,mapeo_directo,False,DEMTRAJETAVI,identidad,,,IN_JET002,JET,IN_TRAAVI,TRAAVI
DEMTRAJETAVI,NE_DEMTRAJETAVI,NE,NE,technology,mapeo_directo,False,DEMTRAJETAVI,identidad,,,NE_JET002,JET,NE_TRAAVI,TRAAVI
DEMTRAJETAVI,OR_DEMTRAJETAVI,OR,OR,technology,mapeo_directo,False,DEMTRAJETAVI,identidad,,,OR_JET002,JET,OR_TRAAVI,TRAAVI
DEMTRAJETAVI,SE_DEMTRAJETAVI,SE,SE,technology,mapeo_directo,False,DEMTRAJETAVI,identidad,,,SE_JET002,JET,SE_TRAAVI,TRAAVI
DEMTRAJETAVI,SO_DEMTRAJETAVI,SO,SO,technology,mapeo_directo,False,DEMTRAJETAVI,identidad,,,SO_JET002,JET,SO_TRAAVI,TRAAVI
DEMTRAJETSAFAVI,AN_DEMTRAJETSAFAVI,AN,AN,technology,mapeo_directo,False,DEMTRAJETSAFAVI,identidad,,,AN_JETSAF,JETSAF,AN_TRAAVI,TRAAVI
DEMTRAJETSAFAVI,CA_DEMTRAJETSAFAVI,CA,CA,technology,mapeo_directo,False,DEMTRAJETSAFAVI,identidad,,,CA_JETSAF,JETSAF,CA_TRAAVI,TRAAVI
DEMTRAJETSAFAVI,IN_DEMTRAJETSAFAVI,IN,IN,technology,mapeo_directo,False,DEMTRAJETSAFAVI,identidad,,,IN_JETSAF,JETSAF,IN_TRAAVI,TRAAVI
DEMTRAJETSAFAVI,NE_DEMTRAJETSAFAVI,NE,NE,technology,mapeo_directo,False,DEMTRAJETSAFAVI,identidad,,,NE_JETSAF,JETSAF,NE_TRAAVI,TRAAVI
DEMTRAJETSAFAVI,OR_DEMTRAJETSAFAVI,OR,OR,technology,mapeo_directo,False,DEMTRAJETSAFAVI,identidad,,,OR_JETSAF,JETSAF,OR_TRAAVI,TRAAVI
DEMTRAJETSAFAVI,SE_DEMTRAJETSAFAVI,SE,SE,technology,mapeo_directo,False,DEMTRAJETSAFAVI,identidad,,,SE_JETSAF,JETSAF,SE_TRAAVI,TRAAVI
DEMTRAJETSAFAVI,SO_DEMTRAJETSAFAVI,SO,SO,technology,mapeo_directo,False,DEMTRAJETSAFAVI,identidad,,,SO_JETSAF,JETSAF,SO_TRAAVI,TRAAVI
DEMTRANGSBUS_ART,AN_DEMTRANGSBUS_ART,AN,AN,technology,mapeo_directo,False,DEMTRANGSBUS_ART,identidad,,,AN_NGS002,NGS002,AN_TRAMAS,TRAMAS
DEMTRANGSBUS_ART,CA_DEMTRANGSBUS_ART,CA,CA,technology,mapeo_directo,False,DEMTRANGSBUS_ART,identidad,,,CA_NGS002,NGS002,CA_TRAMAS,TRAMAS
DEMTRANGSBUS_ART,NE_DEMTRANGSBUS_ART,NE,NE,technology,mapeo_directo,False,DEMTRANGSBUS_ART,identidad,,,NE_NGS002,NGS002,NE_TRAMAS,TRAMAS
DEMTRANGSBUS_ART,OR_DEMTRANGSBUS_ART,OR,OR,technology,mapeo_directo,False,DEMTRANGSBUS_ART,identidad,,,OR_NGS002,NGS002,OR_TRAMAS,TRAMAS
DEMTRANGSBUS_ART,SO_DEMTRANGSBUS_ART,SO,SO,technology,mapeo_directo,False,DEMTRANGSBUS_ART,identidad,,,SO_NGS002,NGS002,SO_TRAMAS,TRAMAS
DEMTRANGSBUS_BIA,AN_DEMTRANGSBUS_BIA,AN,AN,technology,mapeo_directo,False,DEMTRANGSBUS_BIA,identidad,,,AN_NGS002,NGS002,AN_TRAMAS,TRAMAS
DEMTRANGSBUS_BIA,CA_DEMTRANGSBUS_BIA,CA,CA,technology,mapeo_directo,False,DEMTRANGSBUS_BIA,identidad,,,CA_NGS002,NGS002,CA_TRAMAS,TRAMAS
DEMTRANGSBUS_BIA,NE_DEMTRANGSBUS_BIA,NE,NE,technology,mapeo_directo,False,DEMTRANGSBUS_BIA,identidad,,,NE_NGS002,NGS002,NE_TRAMAS,TRAMAS
DEMTRANGSBUS_BIA,OR_DEMTRANGSBUS_BIA,OR,OR,technology,mapeo_directo,False,DEMTRANGSBUS_BIA,identidad,,,OR_NGS002,NGS002,OR_TRAMAS,TRAMAS
DEMTRANGSBUS_BIA,SO_DEMTRANGSBUS_BIA,SO,SO,technology,mapeo_directo,False,DEMTRANGSBUS_BIA,identidad,,,SO_NGS002,NGS002,SO_TRAMAS,TRAMAS
DEMTRANGSBUS_IMU,AN_DEMTRANGSBUS_IMU,AN,AN,technology,mapeo_directo,False,DEMTRANGSBUS_IMU,identidad,,,AN_NGS002,NGS002,AN_TRABUS,TRABUS
DEMTRANGSBUS_IMU,CA_DEMTRANGSBUS_IMU,CA,CA,technology,mapeo_directo,False,DEMTRANGSBUS_IMU,identidad,,,CA_NGS002,NGS002,CA_TRABUS,TRABUS
DEMTRANGSBUS_IMU,NE_DEMTRANGSBUS_IMU,NE,NE,technology,mapeo_directo,False,DEMTRANGSBUS_IMU,identidad,,,NE_NGS002,NGS002,NE_TRABUS,TRABUS
DEMTRANGSBUS_IMU,OR_DEMTRANGSBUS_IMU,OR,OR,technology,mapeo_directo,False,DEMTRANGSBUS_IMU,identidad,,,OR_NGS002,NGS002,OR_TRABUS,TRABUS
DEMTRANGSBUS_IMU,SO_DEMTRANGSBUS_IMU,SO,SO,technology,mapeo_directo,False,DEMTRANGSBUS_IMU,identidad,,,SO_NGS002,NGS002,SO_TRABUS,TRABUS
DEMTRANGSBUS_URB,AN_DEMTRANGSBUS_URB,AN,AN,technology,mapeo_directo,False,DEMTRANGSBUS_URB,identidad,,,AN_NGS002,NGS002,AN_TRABUS,TRABUS
DEMTRANGSBUS_URB,CA_DEMTRANGSBUS_URB,CA,CA,technology,mapeo_directo,False,DEMTRANGSBUS_URB,identidad,,,CA_NGS002,NGS002,CA_TRABUS,TRABUS
DEMTRANGSBUS_URB,NE_DEMTRANGSBUS_URB,NE,NE,technology,mapeo_directo,False,DEMTRANGSBUS_URB,identidad,,,NE_NGS002,NGS002,NE_TRABUS,TRABUS
DEMTRANGSBUS_URB,OR_DEMTRANGSBUS_URB,OR,OR,technology,mapeo_directo,False,DEMTRANGSBUS_URB,identidad,,,OR_NGS002,NGS002,OR_TRABUS,TRABUS
DEMTRANGSBUS_URB,SO_DEMTRANGSBUS_URB,SO,SO,technology,mapeo_directo,False,DEMTRANGSBUS_URB,identidad,,,SO_NGS002,NGS002,SO_TRABUS,TRABUS
DEMTRANGSFWD,AN_DEMTRANGSFWD,AN,AN,technology,mapeo_directo,False,DEMTRANGSFWD,identidad,,,AN_NGS002,NGS002,AN_TRAFWD,TRAFWD
DEMTRANGSFWD,CA_DEMTRANGSFWD,CA,CA,technology,mapeo_directo,False,DEMTRANGSFWD,identidad,,,CA_NGS002,NGS002,CA_TRAFWD,TRAFWD
DEMTRANGSFWD,NE_DEMTRANGSFWD,NE,NE,technology,mapeo_directo,False,DEMTRANGSFWD,identidad,,,NE_NGS002,NGS002,NE_TRAFWD,TRAFWD
DEMTRANGSFWD,OR_DEMTRANGSFWD,OR,OR,technology,mapeo_directo,False,DEMTRANGSFWD,identidad,,,OR_NGS002,NGS002,OR_TRAFWD,TRAFWD
DEMTRANGSFWD,SO_DEMTRANGSFWD,SO,SO,technology,mapeo_directo,False,DEMTRANGSFWD,identidad,,,SO_NGS002,NGS002,SO_TRAFWD,TRAFWD
DEMTRANGSLDV,AN_DEMTRANGSLDV,AN,AN,technology,mapeo_directo,False,DEMTRANGSLDV,identidad,,,AN_NGS002,NGS002,AN_TRALDV,TRALDV
DEMTRANGSLDV,CA_DEMTRANGSLDV,CA,CA,technology,mapeo_directo,False,DEMTRANGSLDV,identidad,,,CA_NGS002,NGS002,CA_TRALDV,TRALDV
DEMTRANGSLDV,NE_DEMTRANGSLDV,NE,NE,technology,mapeo_directo,False,DEMTRANGSLDV,identidad,,,NE_NGS002,NGS002,NE_TRALDV,TRALDV
DEMTRANGSLDV,OR_DEMTRANGSLDV,OR,OR,technology,mapeo_directo,False,DEMTRANGSLDV,identidad,,,OR_NGS002,NGS002,OR_TRALDV,TRALDV
DEMTRANGSLDV,SO_DEMTRANGSLDV,SO,SO,technology,mapeo_directo,False,DEMTRANGSLDV,identidad,,,SO_NGS002,NGS002,SO_TRALDV,TRALDV
DEMTRANGSMIC,AN_DEMTRANGSMIC,AN,AN,technology,mapeo_directo,False,DEMTRANGSMIC,identidad,,,AN_NGS002,NGS002,AN_TRAMIC,TRAMIC
DEMTRANGSMIC,CA_DEMTRANGSMIC,CA,CA,technology,mapeo_directo,False,DEMTRANGSMIC,identidad,,,CA_NGS002,NGS002,CA_TRAMIC,TRAMIC
DEMTRANGSMIC,NE_DEMTRANGSMIC,NE,NE,technology,mapeo_directo,False,DEMTRANGSMIC,identidad,,,NE_NGS002,NGS002,NE_TRAMIC,TRAMIC
DEMTRANGSMIC,OR_DEMTRANGSMIC,OR,OR,technology,mapeo_directo,False,DEMTRANGSMIC,identidad,,,OR_NGS002,NGS002,OR_TRAMIC,TRAMIC
DEMTRANGSMIC,SO_DEMTRANGSMIC,SO,SO,technology,mapeo_directo,False,DEMTRANGSMIC,identidad,,,SO_NGS002,NGS002,SO_TRAMIC,TRAMIC
DEMTRANGSSTT,AN_DEMTRANGSSTT,AN,AN,technology,mapeo_directo,False,DEMTRANGSSTT,identidad,,,AN_NGS002,NGS002,AN_TRASTT,TRASTT
DEMTRANGSSTT,CA_DEMTRANGSSTT,CA,CA,technology,mapeo_directo,False,DEMTRANGSSTT,identidad,,,CA_NGS002,NGS002,CA_TRASTT,TRASTT
DEMTRANGSSTT,NE_DEMTRANGSSTT,NE,NE,technology,mapeo_directo,False,DEMTRANGSSTT,identidad,,,NE_NGS002,NGS002,NE_TRASTT,TRASTT
DEMTRANGSSTT,OR_DEMTRANGSSTT,OR,OR,technology,mapeo_directo,False,DEMTRANGSSTT,identidad,,,OR_NGS002,NGS002,OR_TRASTT,TRASTT
DEMTRANGSSTT,SO_DEMTRANGSSTT,SO,SO,technology,mapeo_directo,False,DEMTRANGSSTT,identidad,,,SO_NGS002,NGS002,SO_TRASTT,TRASTT
DEMTRANGSTAX,AN_DEMTRANGSTAX,AN,AN,technology,mapeo_directo,False,DEMTRANGSTAX,identidad,,,AN_NGS002,NGS002,AN_TRATAX,TRATAX
DEMTRANGSTAX,CA_DEMTRANGSTAX,CA,CA,technology,mapeo_directo,False,DEMTRANGSTAX,identidad,,,CA_NGS002,NGS002,CA_TRATAX,TRATAX
DEMTRANGSTAX,NE_DEMTRANGSTAX,NE,NE,technology,mapeo_directo,False,DEMTRANGSTAX,identidad,,,NE_NGS002,NGS002,NE_TRATAX,TRATAX
DEMTRANGSTAX,OR_DEMTRANGSTAX,OR,OR,technology,mapeo_directo,False,DEMTRANGSTAX,identidad,,,OR_NGS002,NGS002,OR_TRATAX,TRATAX
DEMTRANGSTAX,SO_DEMTRANGSTAX,SO,SO,technology,mapeo_directo,False,DEMTRANGSTAX,identidad,,,SO_NGS002,NGS002,SO_TRATAX,TRATAX
DEMTRANGSTCK_C2P,AN_DEMTRANGSTCK_C2P,AN,AN,technology,mapeo_directo,False,DEMTRANGSTCK_C2P,identidad,,,AN_NGS002,NGS002,AN_TRATCK,TRATCK
DEMTRANGSTCK_C2P,CA_DEMTRANGSTCK_C2P,CA,CA,technology,mapeo_directo,False,DEMTRANGSTCK_C2P,identidad,,,CA_NGS002,NGS002,CA_TRATCK,TRATCK
DEMTRANGSTCK_C2P,NE_DEMTRANGSTCK_C2P,NE,NE,technology,mapeo_directo,False,DEMTRANGSTCK_C2P,identidad,,,NE_NGS002,NGS002,NE_TRATCK,TRATCK
DEMTRANGSTCK_C2P,OR_DEMTRANGSTCK_C2P,OR,OR,technology,mapeo_directo,False,DEMTRANGSTCK_C2P,identidad,,,OR_NGS002,NGS002,OR_TRATCK,TRATCK
DEMTRANGSTCK_C2P,SO_DEMTRANGSTCK_C2P,SO,SO,technology,mapeo_directo,False,DEMTRANGSTCK_C2P,identidad,,,SO_NGS002,NGS002,SO_TRATCK,TRATCK
DEMTRANGSTCK_CSG,AN_DEMTRANGSTCK_CSG,AN,AN,technology,mapeo_directo,False,DEMTRANGSTCK_CSG,identidad,,,AN_NGS002,NGS002,AN_TRATCK,TRATCK
DEMTRANGSTCK_CSG,CA_DEMTRANGSTCK_CSG,CA,CA,technology,mapeo_directo,False,DEMTRANGSTCK_CSG,identidad,,,CA_NGS002,NGS002,CA_TRATCK,TRATCK
DEMTRANGSTCK_CSG,NE_DEMTRANGSTCK_CSG,NE,NE,technology,mapeo_directo,False,DEMTRANGSTCK_CSG,identidad,,,NE_NGS002,NGS002,NE_TRATCK,TRATCK
DEMTRANGSTCK_CSG,OR_DEMTRANGSTCK_CSG,OR,OR,technology,mapeo_directo,False,DEMTRANGSTCK_CSG,identidad,,,OR_NGS002,NGS002,OR_TRATCK,TRATCK
DEMTRANGSTCK_CSG,SO_DEMTRANGSTCK_CSG,SO,SO,technology,mapeo_directo,False,DEMTRANGSTCK_CSG,identidad,,,SO_NGS002,NGS002,SO_TRATCK,TRATCK
DEMTRAPHEVFWD,AN_DEMTRAPHEVFWD,AN,AN,technology,mapeo_directo,False,DEMTRAPHEVFWD,identidad,,,AN_DSL003;AN_ELCEV001,DSL002;ELC003,AN_TRAFWD,TRAFWD
DEMTRAPHEVFWD,CA_DEMTRAPHEVFWD,CA,CA,technology,mapeo_directo,False,DEMTRAPHEVFWD,identidad,,,CA_DSL003;CA_ELCEV001,DSL002;ELC003,CA_TRAFWD,TRAFWD
DEMTRAPHEVFWD,IN_DEMTRAPHEVFWD,IN,IN,technology,mapeo_directo,False,DEMTRAPHEVFWD,identidad,,,IN_ELCEV001;IN_GSL002,ELC003;GSL,IN_TRAFWD,TRAFWD
DEMTRAPHEVFWD,NE_DEMTRAPHEVFWD,NE,NE,technology,mapeo_directo,False,DEMTRAPHEVFWD,identidad,,,NE_DSL003;NE_ELCEV001,DSL002;ELC003,NE_TRAFWD,TRAFWD
DEMTRAPHEVFWD,OR_DEMTRAPHEVFWD,OR,OR,technology,mapeo_directo,False,DEMTRAPHEVFWD,identidad,,,OR_DSL003;OR_ELCEV001,DSL002;ELC003,OR_TRAFWD,TRAFWD
