tipo,clasificacion,codigo_nacional,codigo_regional,region,base_regional,nota
fuel,nacional_sin_regionalizar,CSP,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,DAM,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,ELCZNI,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,GEO,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,LPG,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,MINIGSL,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,OFW,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,OFW_FLO,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,OIL,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,OIL002,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,ONW,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,RESDHT_ZNI,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,RESELC_ZNI,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,ROR,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,SAF,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,SOL,,,,fuel nacional sin presencia regional
fuel,nacional_sin_regionalizar,WND,,,,fuel nacional sin presencia regional
fuel,sin_match,,BDL001,,BDL001,revisar: fuel regional sin prefijo ni equivalente nacional
fuel,sin_match,,BET001,,BET001,revisar: fuel regional sin prefijo ni equivalente nacional
fuel,sin_match,,DSL001,,DSL001,revisar: fuel regional sin prefijo ni equivalente nacional
fuel,sin_match,,GSL001,,GSL001,revisar: fuel regional sin prefijo ni equivalente nacional
fuel,sin_match,,JET001,,JET001,revisar: fuel regional sin prefijo ni equivalente nacional
fuel,sin_match,,LPG001,,LPG001,revisar: fuel regional sin prefijo ni equivalente nacional
fuel,sin_match,,AN_OIL001_1LIV,AN,OIL001_1LIV,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,CA_OIL001_1LIV,CA,OIL001_1LIV,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,NE_OIL001_1LIV,NE,OIL001_1LIV,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,OR_OIL001_1LIV,OR,OIL001_1LIV,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SO_OIL001_1LIV,SO,OIL001_1LIV,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,AN_OIL001_2MED,AN,OIL001_2MED,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,CA_OIL001_2MED,CA,OIL001_2MED,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,NE_OIL001_2MED,NE,OIL001_2MED,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,OR_OIL001_2MED,OR,OIL001_2MED,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SO_OIL001_2MED,SO,OIL001_2MED,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,AN_OIL001_3PES,AN,OIL001_3PES,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,CA_OIL001_3PES,CA,OIL001_3PES,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,NE_OIL001_3PES,NE,OIL001_3PES,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,OR_OIL001_3PES,OR,OIL001_3PES,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SO_OIL001_3PES,SO,OIL001_3PES,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,IN_OTHDSL,IN,OTHDSL,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SE_OTHDSL,SE,OTHDSL,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,IN_OTHELC,IN,OTHELC,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SE_OTHELC,SE,OTHELC,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,IN_OTHGSL,IN,OTHGSL,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SE_OTHGSL,SE,OTHGSL,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,IN_RESCLIM,IN,RESCLIM,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SE_RESCLIM,SE,RESCLIM,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,IN_RESDHT,IN,RESDHT,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SE_RESDHT,SE,RESDHT,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,IN_RESOTH,IN,RESOTH,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SE_RESOTH,SE,RESOTH,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,IN_RESREF,IN,RESREF,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SE_RESREF,SE,RESREF,revisar: fuel regional sin equivalente nacional
fuel,sin_match,,SAF001,,SAF001,revisar: fuel regional sin prefijo ni equivalente nacional
technology,nacional_sin_regionalizar,BACKSTOP_1,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,BACKSTOP_2,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,BBGDST,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,DEMRESZNIBGSCKN_MID,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,DEMRESZNIELCCKN_LOW,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,DEMRESZNIELC_LOW,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,DEMRESZNILPGCKN_MID,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,DEMRESZNIWOOCKN_LOW,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,EXPOIL,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,GRDCOADST,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,GRDDSTELC,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,GRDLPGDST,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,GRDNGSDST,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,GRDTYDELC,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,GRDZNIELC,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,IMPOIL,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,INDLOW,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINCSP,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINDAM,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINGEO,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINOFW_FIX,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINOFW_FLO,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINONW,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINROR,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINSOL,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,MINSOL_RTP,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,UPSREF_BAR,,,,tecnología nacional sin presencia regional
technology,nacional_sin_regionalizar,UPSREF_CAR,,,,tecnología nacional sin presencia regional
technology,sin_match,,AN_BACKSTOP_AGFELC,AN,BACKSTOP_AGFELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_AGFELC,CA,BACKSTOP_AGFELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,IN_BACKSTOP_AGFELC,IN,BACKSTOP_AGFELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_AGFELC,NE,BACKSTOP_AGFELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_AGFELC,OR,BACKSTOP_AGFELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SE_BACKSTOP_AGFELC,SE,BACKSTOP_AGFELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_AGFELC,SO,BACKSTOP_AGFELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_AGFHEA,AN,BACKSTOP_AGFHEA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_AGFHEA,CA,BACKSTOP_AGFHEA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,IN_BACKSTOP_AGFHEA,IN,BACKSTOP_AGFHEA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_AGFHEA,NE,BACKSTOP_AGFHEA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_AGFHEA,OR,BACKSTOP_AGFHEA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SE_BACKSTOP_AGFHEA,SE,BACKSTOP_AGFHEA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_AGFHEA,SO,BACKSTOP_AGFHEA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDCLIM,AN,BACKSTOP_INDCLIM,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDCLIM,CA,BACKSTOP_INDCLIM,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDCLIM,NE,BACKSTOP_INDCLIM,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDCLIM,OR,BACKSTOP_INDCLIM,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDCLIM,SO,BACKSTOP_INDCLIM,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDDHT,AN,BACKSTOP_INDDHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDDHT,CA,BACKSTOP_INDDHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDDHT,NE,BACKSTOP_INDDHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDDHT,OR,BACKSTOP_INDDHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDDHT,SO,BACKSTOP_INDDHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDIHT,AN,BACKSTOP_INDIHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDIHT,CA,BACKSTOP_INDIHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDIHT,NE,BACKSTOP_INDIHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDIHT,OR,BACKSTOP_INDIHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDIHT,SO,BACKSTOP_INDIHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDILU,AN,BACKSTOP_INDILU,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDILU,CA,BACKSTOP_INDILU,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDILU,NE,BACKSTOP_INDILU,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDILU,OR,BACKSTOP_INDILU,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDILU,SO,BACKSTOP_INDILU,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDMPW,AN,BACKSTOP_INDMPW,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDMPW,CA,BACKSTOP_INDMPW,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDMPW,NE,BACKSTOP_INDMPW,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDMPW,OR,BACKSTOP_INDMPW,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDMPW,SO,BACKSTOP_INDMPW,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDOTH_COA,AN,BACKSTOP_INDOTH_COA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDOTH_COA,CA,BACKSTOP_INDOTH_COA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDOTH_COA,NE,BACKSTOP_INDOTH_COA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDOTH_COA,OR,BACKSTOP_INDOTH_COA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDOTH_COA,SO,BACKSTOP_INDOTH_COA,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDOTH_ELC,AN,BACKSTOP_INDOTH_ELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDOTH_ELC,CA,BACKSTOP_INDOTH_ELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDOTH_ELC,NE,BACKSTOP_INDOTH_ELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDOTH_ELC,OR,BACKSTOP_INDOTH_ELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDOTH_ELC,SO,BACKSTOP_INDOTH_ELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_INDREF,AN,BACKSTOP_INDREF,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_INDREF,CA,BACKSTOP_INDREF,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_INDREF,NE,BACKSTOP_INDREF,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_INDREF,OR,BACKSTOP_INDREF,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_INDREF,SO,BACKSTOP_INDREF,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_NSEELC,AN,BACKSTOP_NSEELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_NSEELC,CA,BACKSTOP_NSEELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_NSEELC,NE,BACKSTOP_NSEELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_NSEELC,OR,BACKSTOP_NSEELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_NSEELC,SO,BACKSTOP_NSEELC,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,IN_BACKSTOP_RESCLIM,IN,BACKSTOP_RESCLIM,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SE_BACKSTOP_RESCLIM,SE,BACKSTOP_RESCLIM,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESCLIM_RUR,AN,BACKSTOP_RESCLIM_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESCLIM_RUR,CA,BACKSTOP_RESCLIM_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESCLIM_RUR,NE,BACKSTOP_RESCLIM_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESCLIM_RUR,OR,BACKSTOP_RESCLIM_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESCLIM_RUR,SO,BACKSTOP_RESCLIM_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESCLIM_URB,AN,BACKSTOP_RESCLIM_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESCLIM_URB,CA,BACKSTOP_RESCLIM_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESCLIM_URB,NE,BACKSTOP_RESCLIM_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESCLIM_URB,OR,BACKSTOP_RESCLIM_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESCLIM_URB,SO,BACKSTOP_RESCLIM_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,IN_BACKSTOP_RESDHT,IN,BACKSTOP_RESDHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SE_BACKSTOP_RESDHT,SE,BACKSTOP_RESDHT,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESDHT_RUR,AN,BACKSTOP_RESDHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESDHT_RUR,CA,BACKSTOP_RESDHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESDHT_RUR,NE,BACKSTOP_RESDHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESDHT_RUR,OR,BACKSTOP_RESDHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESDHT_RUR,SO,BACKSTOP_RESDHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESDHT_URB,AN,BACKSTOP_RESDHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESDHT_URB,CA,BACKSTOP_RESDHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESDHT_URB,NE,BACKSTOP_RESDHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESDHT_URB,OR,BACKSTOP_RESDHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESDHT_URB,SO,BACKSTOP_RESDHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESILU_RUR,AN,BACKSTOP_RESILU_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESILU_RUR,CA,BACKSTOP_RESILU_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESILU_RUR,NE,BACKSTOP_RESILU_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESILU_RUR,OR,BACKSTOP_RESILU_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESILU_RUR,SO,BACKSTOP_RESILU_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESILU_URB,AN,BACKSTOP_RESILU_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESILU_URB,CA,BACKSTOP_RESILU_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESILU_URB,NE,BACKSTOP_RESILU_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESILU_URB,OR,BACKSTOP_RESILU_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESILU_URB,SO,BACKSTOP_RESILU_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,IN_BACKSTOP_RESOTH,IN,BACKSTOP_RESOTH,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SE_BACKSTOP_RESOTH,SE,BACKSTOP_RESOTH,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESOTH_RUR,AN,BACKSTOP_RESOTH_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESOTH_RUR,CA,BACKSTOP_RESOTH_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESOTH_RUR,NE,BACKSTOP_RESOTH_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESOTH_RUR,OR,BACKSTOP_RESOTH_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESOTH_RUR,SO,BACKSTOP_RESOTH_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESOTH_URB,AN,BACKSTOP_RESOTH_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESOTH_URB,CA,BACKSTOP_RESOTH_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESOTH_URB,NE,BACKSTOP_RESOTH_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESOTH_URB,OR,BACKSTOP_RESOTH_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESOTH_URB,SO,BACKSTOP_RESOTH_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,IN_BACKSTOP_RESREF,IN,BACKSTOP_RESREF,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SE_BACKSTOP_RESREF,SE,BACKSTOP_RESREF,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESREF_RUR,AN,BACKSTOP_RESREF_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESREF_RUR,CA,BACKSTOP_RESREF_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESREF_RUR,NE,BACKSTOP_RESREF_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESREF_RUR,OR,BACKSTOP_RESREF_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESREF_RUR,SO,BACKSTOP_RESREF_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESREF_URB,AN,BACKSTOP_RESREF_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESREF_URB,CA,BACKSTOP_RESREF_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESREF_URB,NE,BACKSTOP_RESREF_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESREF_URB,OR,BACKSTOP_RESREF_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESREF_URB,SO,BACKSTOP_RESREF_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESTV_RUR,AN,BACKSTOP_RESTV_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESTV_RUR,CA,BACKSTOP_RESTV_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESTV_RUR,NE,BACKSTOP_RESTV_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESTV_RUR,OR,BACKSTOP_RESTV_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESTV_RUR,SO,BACKSTOP_RESTV_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESTV_URB,AN,BACKSTOP_RESTV_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESTV_URB,CA,BACKSTOP_RESTV_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESTV_URB,NE,BACKSTOP_RESTV_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESTV_URB,OR,BACKSTOP_RESTV_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESTV_URB,SO,BACKSTOP_RESTV_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESWHT_RUR,AN,BACKSTOP_RESWHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESWHT_RUR,CA,BACKSTOP_RESWHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESWHT_RUR,NE,BACKSTOP_RESWHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,OR_BACKSTOP_RESWHT_RUR,OR,BACKSTOP_RESWHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,SO_BACKSTOP_RESWHT_RUR,SO,BACKSTOP_RESWHT_RUR,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,AN_BACKSTOP_RESWHT_URB,AN,BACKSTOP_RESWHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,CA_BACKSTOP_RESWHT_URB,CA,BACKSTOP_RESWHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
technology,sin_match,,NE_BACKSTOP_RESWHT_URB,NE,BACKSTOP_RESWHT_URB,"BACKSTOP (tecnología de respaldo, nueva por diseño)"
