REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RE1,AN_DEMTERELCREF_AUC_LOW,1,2043,0.0
RE1,AN_DEMTERELCREF_AUC_LOW,2,2043,0.0
RE1,AN_DEMTERELCREF_AUC_MID,1,2043,0.0
RE1,AN_DEMTERELCREF_AUC_MID,2,2043,0.0
RE1,AN_DEMTERELCREF_CEN_HIG,1,2043,0.0
RE1,AN_DEMTERELCREF_CEN_HIG,2,2043,0.0
RE1,AN_DEMTERELCREF_CEN_LOW,1,2043,0.0
RE1,AN_DEMTERELCREF_CEN_LOW,2,2043,0.0
RE1,AN_DEMTERELCREF_CEN_MID,1,2043,0.0
RE1,AN_DEMTERELCREF_CEN_MID,2,2043,0.0
RE1,AN_DEMTERLPGCKN_HIG,1,2043,0.0
RE1,AN_DEMTERLPGCKN_HIG,2,2043,0.0
RE1,AN_DEMTERLPGCKN_LOW,1,2043,0.0
RE1,AN_DEMTERLPGCKN_LOW,2,2043,0.0
RE1,AN_DEMTERLPGCKN_MID,1,2043,0.0
RE1,AN_DEMTERLPGCKN_MID,2,2043,0.0
RE1,AN_DEMTERNGSCKN_HIG,1,2043,0.0
RE1,AN_DEMTERNGSCKN_HIG,2,2043,0.0
RE1,AN_DEMTERNGSCKN_LOW,1,2043,0.0
RE1,AN_DEMTERNGSCKN_LOW,2,2043,0.0
RE1,AN_DEMTERNGSCKN_MID,1,2043,0.0
RE1,AN_DEMTERNGSCKN_MID,2,2043,0.0
RE1,AN_DEMTRADSLBOT,1,2043,0.0
RE1,AN_DEMTRADSLBOT,2,2043,0.0
RE1,AN_DEMTRADSLBUS_ART,1,2043,0.0
RE1,AN_DEMTRADSLBUS_ART,2,2043,0.0
RE1,AN_DEMTRADSLBUS_BIA,1,2043,0.0
RE1,AN_DEMTRADSLBUS_BIA,2,2043,0.0
RE1,AN_DEMTRADSLBUS_IMU,1,2043,0.0
RE1,AN_DEMTRADSLBUS_IMU,2,2043,0.0
RE1,AN_DEMTRADSLBUS_URB,1,2043,0.0
RE1,AN_DEMTRADSLBUS_URB,2,2043,0.0
RE1,AN_DEMTRADSLFWD,1,2043,0.0
RE1,AN_DEMTRADSLFWD,2,2043,0.0
RE1,AN_DEMTRADSLLDV,1,2043,0.0
RE1,AN_DEMTRADSLLDV,2,2043,0.0
RE1,AN_DEMTRADSLMIC,1,2043,0.0
RE1,AN_DEMTRADSLMIC,2,2043,0.0
RE1,AN_DEMTRADSLSHP,1,2043,0.0
RE1,AN_DEMTRADSLSHP,2,2043,0.0
RE1,AN_DEMTRADSLSTT,1,2043,0.0
RE1,AN_DEMTRADSLSTT,2,2043,0.0
RE1,AN_DEMTRADSLTAX,1,2043,0.0
RE1,AN_DEMTRADSLTAX,2,2043,0.0
RE1,AN_DEMTRADSLTCK_C2P,1,2043,0.0
RE1,AN_DEMTRADSLTCK_C2P,2,2043,0.0
RE1,AN_DEMTRADSLTCK_CSG,1,2043,0.0
RE1,AN_DEMTRADSLTCK_CSG,2,2043,0.0
RE1,AN_DEMTRAELCBOT,1,2043,0.0
RE1,AN_DEMTRAELCBOT,2,2043,0.0
RE1,AN_DEMTRAELCBUS_ART,1,2043,0.0
RE1,AN_DEMTRAELCBUS_ART,2,2043,0.0
RE1,AN_DEMTRAELCBUS_BIA,1,2043,0.0
RE1,AN_DEMTRAELCBUS_BIA,2,2043,0.0
RE1,AN_DEMTRAELCBUS_IMU,1,2043,0.0
RE1,AN_DEMTRAELCBUS_IMU,2,2043,0.0
RE1,AN_DEMTRAELCBUS_URB,1,2043,0.0
RE1,AN_DEMTRAELCBUS_URB,2,2043,0.0
RE1,AN_DEMTRAELCFWD,1,2043,0.0
RE1,AN_DEMTRAELCFWD,2,2043,0.0
RE1,AN_DEMTRAELCLDV,1,2043,0.0
RE1,AN_DEMTRAELCLDV,2,2043,0.0
RE1,AN_DEMTRAELCMET,1,2043,0.0
RE1,AN_DEMTRAELCMET,2,2043,0.0
RE1,AN_DEMTRAELCMIC,1,2043,0.0
RE1,AN_DEMTRAELCMIC,2,2043,0.0
RE1,AN_DEMTRAELCMTC,1,2043,0.0
RE1,AN_DEMTRAELCMTC,2,2043,0.0
RE1,AN_DEMTRAELCSTT,1,2043,0.0
RE1,AN_DEMTRAELCSTT,2,2043,0.0
RE1,AN_DEMTRAELCTAX,1,2043,0.0
RE1,AN_DEMTRAELCTAX,2,2043,0.0
RE1,AN_DEMTRAELCTCK_C2P,1,2043,0.0
RE1,AN_DEMTRAELCTCK_C2P,2,2043,0.0
RE1,AN_DEMTRAELCTCK_CSG,1,2043,0.0
RE1,AN_DEMTRAELCTCK_CSG,2,2043,0.0
RE1,AN_DEMTRAFOLSHP,1,2043,0.0
RE1,AN_DEMTRAFOLSHP,2,2043,0.0
RE1,AN_DEMTRAGSLBOT,1,2043,0.0
RE1,AN_DEMTRAGSLBOT,2,2043,0.0
RE1,AN_DEMTRAGSLBUS_IMU,1,2043,0.0
RE1,AN_DEMTRAGSLBUS_IMU,2,2043,0.0
RE1,AN_DEMTRAGSLBUS_URB,1,2043,0.0
RE1,AN_DEMTRAGSLBUS_URB,2,2043,0.0
RE1,AN_DEMTRAGSLFWD,1,2043,0.0
RE1,AN_DEMTRAGSLFWD,2,2043,0.0
RE1,AN_DEMTRAGSLLDV,1,2043,0.0
RE1,AN_DEMTRAGSLLDV,2,2043,0.0
RE1,AN_DEMTRAGSLMIC,1,2043,0.0
RE1,AN_DEMTRAGSLMIC,2,2043,0.0
RE1,AN_DEMTRAGSLMTC,1,2043,0.0
RE1,AN_DEMTRAGSLMTC,2,2043,0.0
RE1,AN_DEMTRAGSLSTT,1,2043,0.0
RE1,AN_DEMTRAGSLSTT,2,2043,0.0
RE1,AN_DEMTRAGSLTAX,1,2043,0.0
RE1,AN_DEMTRAGSLTAX,2,2043,0.0
RE1,AN_DEMTRAGSLTCK_C2P,1,2043,0.0
RE1,AN_DEMTRAGSLTCK_C2P,2,2043,0.0
RE1,AN_DEMTRAHDGBUS_IMU,1,2043,0.0
RE1,AN_DEMTRAHDGBUS_IMU,2,2043,0.0
RE1,AN_DEMTRAHDGBUS_URB,1,2043,0.0
RE1,AN_DEMTRAHDGBUS_URB,2,2043,0.0
RE1,AN_DEMTRAHDGFWD,1,2043,0.0
RE1,AN_DEMTRAHDGFWD,2,2043,0.0
RE1,AN_DEMTRAHDGLDV,1,2043,0.0
RE1,AN_DEMTRAHDGLDV,2,2043,0.0
RE1,AN_DEMTRAHDGMIC,1,2043,0.0
RE1,AN_DEMTRAHDGMIC,2,2043,0.0
RE1,AN_DEMTRAHDGSTT,1,2043,0.0
RE1,AN_DEMTRAHDGSTT,2,2043,0.0
RE1,AN_DEMTRAHDGTAX,1,2043,0.0
RE1,AN_DEMTRAHDGTAX,2,2043,0.0
RE1,AN_DEMTRAHDGTCK_CSG,1,2043,0.0
RE1,AN_DEMTRAHDGTCK_CSG,2,2043,0.0
RE1,AN_DEMTRAHEVFWD,1,2043,0.0
RE1,AN_DEMTRAHEVFWD,2,2043,0.0
RE1,AN_DEMTRAHEVLDV,1,2043,0.0
RE1,AN_DEMTRAHEVLDV,2,2043,0.0
RE1,AN_DEMTRAJETAVI,1,2043,0.0
RE1,AN_DEMTRAJETAVI,2,2043,0.0
RE1,AN_DEMTRAJETSAFAVI,1,2043,0.0
RE1,AN_DEMTRAJETSAFAVI,2,2043,0.0
RE1,AN_DEMTRANGSBUS_ART,1,2043,0.0
RE1,AN_DEMTRANGSBUS_ART,2,2043,0.0
RE1,AN_DEMTRANGSBUS_BIA,1,2043,0.0
RE1,AN_DEMTRANGSBUS_BIA,2,2043,0.0
RE1,AN_DEMTRANGSBUS_IMU,1,2043,0.0
RE1,AN_DEMTRANGSBUS_IMU,2,2043,0.0
RE1,AN_DEMTRANGSBUS_URB,1,2043,0.0
RE1,AN_DEMTRANGSBUS_URB,2,2043,0.0
RE1,AN_DEMTRANGSFWD,1,2043,0.0
RE1,AN_DEMTRANGSFWD,2,2043,0.0
RE1,AN_DEMTRANGSLDV,1,2043,0.0
RE1,AN_DEMTRANGSLDV,2,2043,0.0
RE1,AN_DEMTRANGSMIC,1,2043,0.0
RE1,AN_DEMTRANGSMIC,2,2043,0.0
RE1,AN_DEMTRANGSSTT,1,2043,0.0
RE1,AN_DEMTRANGSSTT,2,2043,0.0
RE1,AN_DEMTRANGSTAX,1,2043,0.0
RE1,AN_DEMTRANGSTAX,2,2043,0.0
RE1,AN_DEMTRANGSTCK_C2P,1,2043,0.0
RE1,AN_DEMTRANGSTCK_C2P,2,2043,0.0
RE1,AN_DEMTRANGSTCK_CSG,1,2043,0.0
RE1,AN_DEMTRANGSTCK_CSG,2,2043,0.0
RE1,AN_DEMTRAPHEVFWD,1,2043,0.0
RE1,AN_DEMTRAPHEVFWD,2,2043,0.0
RE1,AN_DEMTRAPHEVLDV,1,2043,0.0
RE1,AN_DEMTRAPHEVLDV,2,2043,0.0
RE1,AN_DEMTRAPHEVTAX,1,2043,0.0
RE1,AN_DEMTRAPHEVTAX,2,2043,0.0
RE1,AN_MINAFR,1,2043,4.58
RE1,AN_MINAFR,2,2043,0.0
RE1,AN_MINNGS,1,2043,10.84
RE1,AN_MINNGS,2,2043,0.0
RE1,AN_MINOIL_1LIV,1,2043,12.09
RE1,AN_MINOIL_1LIV,2,2043,0.0
RE1,AN_MINOIL_2MED,1,2043,12.09
RE1,AN_MINOIL_2MED,2,2043,0.0
RE1,AN_MINOIL_3PES,1,2043,12.09
RE1,AN_MINOIL_3PES,2,2043,0.0
RE1,AN_MINOPL,1,2043,19.4
RE1,AN_MINOPL,2,2043,0.0
RE1,AN_MINWAS,1,2043,0.0
RE1,AN_MINWAS,2,2043,0.0
RE1,AN_MINWOO,1,2043,0.0
RE1,AN_MINWOO,2,2043,0.0
RE1,AN_PWRAFR,1,2043,0.0
RE1,AN_PWRAFR,2,2043,0.0
RE1,AN_PWRBGS,1,2043,0.0
RE1,AN_PWRBGS,2,2043,0.0
RE1,AN_PWRCOA,1,2043,0.0
RE1,AN_PWRCOA,2,2043,0.0
RE1,AN_PWRCOACCS,1,2043,0.0
RE1,AN_PWRCOACCS,2,2043,0.0
RE1,AN_PWRDIST,1,2043,0.0
RE1,AN_PWRDIST,2,2043,0.0
RE1,AN_PWRDSL,1,2043,0.0
RE1,AN_PWRDSL,2,2043,0.0
RE1,AN_PWRGEO,1,2043,0.0
RE1,AN_PWRGEO,2,2043,0.0
RE1,AN_PWRHYDDAM,1,2043,0.0
RE1,AN_PWRHYDDAM,2,2043,0.0
RE1,AN_PWRHYDROR,1,2043,0.0
RE1,AN_PWRHYDROR,2,2043,0.0
RE1,AN_PWRNGSCCS,1,2043,0.0
RE1,AN_PWRNGSCCS,2,2043,0.0
RE1,AN_PWRNGS_CC,1,2043,0.0
RE1,AN_PWRNGS_CC,2,2043,0.0
RE1,AN_PWRNGS_CS,1,2043,0.0
RE1,AN_PWRNGS_CS,2,2043,0.0
RE1,AN_PWRSOLRTP,1,2043,0.0
RE1,AN_PWRSOLRTP,2,2043,0.0
RE1,AN_PWRSOLUGE,1,2043,0.0
RE1,AN_PWRSOLUGE,2,2043,0.0
RE1,AN_PWRSOLUPE,1,2043,0.005
RE1,AN_PWRSOLUPE,2,2043,0.0
RE1,AN_PWRTRN,1,2043,0.0
RE1,AN_PWRTRN,2,2043,0.0
RE1,AN_TYDBDL,1,2043,0.0
RE1,AN_TYDBDL,2,2043,0.0
RE1,AN_TYDBET,1,2043,0.0
RE1,AN_TYDBET,2,2043,0.0
RE1,AN_TYDDSL,1,2043,0.0
RE1,AN_TYDDSL,2,2043,0.0
RE1,AN_TYDGSL,1,2043,0.0
RE1,AN_TYDGSL,2,2043,0.0
RE1,AN_TYDJET,1,2043,0.0
RE1,AN_TYDJET,2,2043,0.0
RE1,AN_TYDLPG,1,2043,0.0
RE1,AN_TYDLPG,2,2043,0.0
RE1,AN_TYDNGS,1,2043,0.0
RE1,AN_TYDNGS,2,2043,0.0
RE1,AN_UPSALK,1,2043,0.0
RE1,AN_UPSALK,2,2043,0.0
RE1,AN_UPSBDB,1,2043,0.0
RE1,AN_UPSBDB,2,2043,0.0
RE1,AN_UPSBDL,1,2043,0.0
RE1,AN_UPSBDL,2,2043,0.0
RE1,AN_UPSBGB,1,2043,0.0
RE1,AN_UPSBGB,2,2043,0.0
RE1,AN_UPSBGS,1,2043,0.0
RE1,AN_UPSBGS,2,2043,0.0
RE1,AN_UPSBJS,1,2043,0.0
RE1,AN_UPSBJS,2,2043,0.0
RE1,AN_UPSEVC,1,2043,0.0
RE1,AN_UPSEVC,2,2043,0.0
RE1,AN_UPSEV_FC,1,2043,0.0
RE1,AN_UPSEV_FC,2,2043,0.0
RE1,AN_UPSHDGRST,1,2043,0.0
RE1,AN_UPSHDGRST,2,2043,0.0
RE1,AN_UPSPEM,1,2043,0.0
RE1,AN_UPSPEM,2,2043,0.0
RE1,AN_UPSSAF,1,2043,0.0
RE1,AN_UPSSAF,2,2043,0.0
RE1,AN_UPSSMR,1,2043,0.0
RE1,AN_UPSSMR,2,2043,0.0
RE1,AN_UPSSMRCCS,1,2043,0.0
RE1,AN_UPSSMRCCS,2,2043,0.0
RE1,CA_DEMAGFDSL,1,2043,0.0
RE1,CA_DEMAGFDSL,2,2043,0.0
RE1,CA_DEMAGFELC,1,2043,0.0
RE1,CA_DEMAGFELC,2,2043,0.0
RE1,CA_DEMAGFGSL,1,2043,0.0
RE1,CA_DEMAGFGSL,2,2043,0.0
RE1,CA_DEMAGFNGS,1,2043,0.0
RE1,CA_DEMAGFNGS,2,2043,0.0
RE1,CA_DEMAGFWOO,1,2043,0.0
RE1,CA_DEMAGFWOO,2,2043,0.0
RE1,CA_DEMCONSDSL,1,2043,0.0
RE1,CA_DEMCONSDSL,2,2043,0.0
RE1,CA_DEMCONSELC,1,2043,0.0
RE1,CA_DEMCONSELC,2,2043,0.0
RE1,CA_DEMCONSNGS,1,2043,0.0
RE1,CA_DEMCONSNGS,2,2043,0.0
RE1,CA_DEMINDAUTBOI,1,2043,0.0
RE1,CA_DEMINDAUTBOI,2,2043,0.0
RE1,CA_DEMINDAUTFUR,1,2043,0.0
RE1,CA_DEMINDAUTFUR,2,2043,0.0
RE1,CA_DEMINDBGSBOI_HIG,1,2043,0.0
RE1,CA_DEMINDBGSBOI_HIG,2,2043,0.0
RE1,CA_DEMINDBGSBOI_LOW,1,2043,0.0
RE1,CA_DEMINDBGSBOI_LOW,2,2043,0.0
RE1,CA_DEMINDBGSBOI_MID,1,2043,0.0
RE1,CA_DEMINDBGSBOI_MID,2,2043,0.0
RE1,CA_DEMINDBGSFUR_HIG,1,2043,0.0
RE1,CA_DEMINDBGSFUR_HIG,2,2043,0.0
RE1,CA_DEMINDBGSFUR_LOW,1,2043,0.0
RE1,CA_DEMINDBGSFUR_LOW,2,2043,0.0
RE1,CA_DEMINDBGSFUR_MID,1,2043,0.0
RE1,CA_DEMINDBGSFUR_MID,2,2043,0.0
RE1,CA_DEMINDCOABOI_HIG,1,2043,0.0
RE1,CA_DEMINDCOABOI_HIG,2,2043,0.0
RE1,CA_DEMINDCOABOI_LOW,1,2043,0.0
RE1,CA_DEMINDCOABOI_LOW,2,2043,0.0
RE1,CA_DEMINDCOABOI_MID,1,2043,0.0
RE1,CA_DEMINDCOABOI_MID,2,2043,0.0
RE1,CA_DEMINDCOAFUR_HIG,1,2043,0.0
RE1,CA_DEMINDCOAFUR_HIG,2,2043,0.0
RE1,CA_DEMINDCOAFUR_LOW,1,2043,0.0
RE1,CA_DEMINDCOAFUR_LOW,2,2043,0.0
RE1,CA_DEMINDCOAFUR_MID,1,2043,0.0
RE1,CA_DEMINDCOAFUR_MID,2,2043,0.0
RE1,CA_DEMINDCOAOTH_LOW,1,2043,0.0
RE1,CA_DEMINDCOAOTH_LOW,2,2043,0.0
RE1,CA_DEMINDDSLBOI_HIG,1,2043,0.0
RE1,CA_DEMINDDSLBOI_HIG,2,2043,0.0
RE1,CA_DEMINDDSLBOI_LOW,1,2043,0.0
RE1,CA_DEMINDDSLBOI_LOW,2,2043,0.0
RE1,CA_DEMINDDSLBOI_MID,1,2043,0.0
RE1,CA_DEMINDDSLBOI_MID,2,2043,0.0
RE1,CA_DEMINDDSLFUR_HIG,1,2043,0.0
RE1,CA_DEMINDDSLFUR_HIG,2,2043,0.0
RE1,CA_DEMINDDSLFUR_LOW,1,2043,0.0
RE1,CA_DEMINDDSLFUR_LOW,2,2043,0.0
RE1,CA_DEMINDDSLFUR_MID,1,2043,0.0
RE1,CA_DEMINDDSLFUR_MID,2,2043,0.0
RE1,CA_DEMINDELCAIR_HIG,1,2043,0.0
RE1,CA_DEMINDELCAIR_HIG,2,2043,0.0
RE1,CA_DEMINDELCAIR_LOW,1,2043,0.0
RE1,CA_DEMINDELCAIR_LOW,2,2043,0.0
RE1,CA_DEMINDELCAIR_MID,1,2043,0.0
RE1,CA_DEMINDELCAIR_MID,2,2043,0.0
RE1,CA_DEMINDELCBOI_HIG,1,2043,0.0
RE1,CA_DEMINDELCBOI_HIG,2,2043,0.0
RE1,CA_DEMINDELCBOI_LOW,1,2043,0.0
RE1,CA_DEMINDELCBOI_LOW,2,2043,0.0
RE1,CA_DEMINDELCBOI_MID,1,2043,0.0
RE1,CA_DEMINDELCBOI_MID,2,2043,0.0
RE1,CA_DEMINDELCFUR_HIG,1,2043,0.0
RE1,CA_DEMINDELCFUR_HIG,2,2043,0.0
RE1,CA_DEMINDELCFUR_LOW,1,2043,0.0
RE1,CA_DEMINDELCFUR_LOW,2,2043,0.0
RE1,CA_DEMINDELCFUR_MID,1,2043,0.0
RE1,CA_DEMINDELCFUR_MID,2,2043,0.0
RE1,CA_DEMINDELCILU_HIG,1,2043,0.0
RE1,CA_DEMINDELCILU_HIG,2,2043,0.0
RE1,CA_DEMINDELCILU_LOW,1,2043,0.0
RE1,CA_DEMINDELCILU_LOW,2,2043,0.0
RE1,CA_DEMINDELCILU_MID,1,2043,0.0
RE1,CA_DEMINDELCILU_MID,2,2043,0.0
RE1,CA_DEMINDELCMPW_HIG,1,2043,0.0
RE1,CA_DEMINDELCMPW_HIG,2,2043,0.0
RE1,CA_DEMINDELCMPW_LOW,1,2043,0.0
RE1,CA_DEMINDELCMPW_LOW,2,2043,0.0
RE1,CA_DEMINDELCMPW_MID,1,2043,0.0
RE1,CA_DEMINDELCMPW_MID,2,2043,0.0
RE1,CA_DEMINDELCOTH_HIG,1,2043,0.0
RE1,CA_DEMINDELCOTH_HIG,2,2043,0.0
RE1,CA_DEMINDELCOTH_LOW,1,2043,0.0
RE1,CA_DEMINDELCOTH_LOW,2,2043,0.0
RE1,CA_DEMINDELCOTH_MID,1,2043,0.0
RE1,CA_DEMINDELCOTH_MID,2,2043,0.0
RE1,CA_DEMINDELCREF_HIG,1,2043,0.0
RE1,CA_DEMINDELCREF_HIG,2,2043,0.0
RE1,CA_DEMINDELCREF_LOW,1,2043,0.0
RE1,CA_DEMINDELCREF_LOW,2,2043,0.0
RE1,CA_DEMINDELCREF_MID,1,2043,0.0
RE1,CA_DEMINDELCREF_MID,2,2043,0.0
RE1,CA_DEMINDHDGBOI_HIG,1,2043,0.0
RE1,CA_DEMINDHDGBOI_HIG,2,2043,0.0
RE1,CA_DEMINDHDGBOI_LOW,1,2043,0.0
RE1,CA_DEMINDHDGBOI_LOW,2,2043,0.0
RE1,CA_DEMINDLPGBOI_HIG,1,2043,0.0
RE1,CA_DEMINDLPGBOI_HIG,2,2043,0.0
RE1,CA_DEMINDLPGBOI_LOW,1,2043,0.0
RE1,CA_DEMINDLPGBOI_LOW,2,2043,0.0
RE1,CA_DEMINDLPGBOI_MID,1,2043,0.0
RE1,CA_DEMINDLPGBOI_MID,2,2043,0.0
RE1,CA_DEMINDLPGFUR_HIG,1,2043,0.0
RE1,CA_DEMINDLPGFUR_HIG,2,2043,0.0
RE1,CA_DEMINDLPGFUR_LOW,1,2043,0.0
RE1,CA_DEMINDLPGFUR_LOW,2,2043,0.0
RE1,CA_DEMINDLPGFUR_MID,1,2043,0.0
RE1,CA_DEMINDLPGFUR_MID,2,2043,0.0
RE1,CA_DEMINDNGSBOI_HIG,1,2043,0.0
RE1,CA_DEMINDNGSBOI_HIG,2,2043,0.0
RE1,CA_DEMINDNGSBOI_LOW,1,2043,0.0
RE1,CA_DEMINDNGSBOI_LOW,2,2043,0.0
RE1,CA_DEMINDNGSBOI_MID,1,2043,0.0
RE1,CA_DEMINDNGSBOI_MID,2,2043,0.0
RE1,CA_DEMINDNGSFURCSS,1,2043,0.0
RE1,CA_DEMINDNGSFURCSS,2,2043,0.0
RE1,CA_DEMINDNGSFUR_HIG,1,2043,0.0
RE1,CA_DEMINDNGSFUR_HIG,2,2043,0.0
RE1,CA_DEMINDNGSFUR_LOW,1,2043,0.0
RE1,CA_DEMINDNGSFUR_LOW,2,2043,0.0
RE1,CA_DEMINDNGSFUR_MID,1,2043,0.0
RE1,CA_DEMINDNGSFUR_MID,2,2043,0.0
RE1,CA_DEMMINIDSL,1,2043,0.0
RE1,CA_DEMMINIDSL,2,2043,0.0
RE1,CA_DEMMINIELC,1,2043,0.0
RE1,CA_DEMMINIELC,2,2043,0.0
RE1,CA_DEMMINIGSL,1,2043,0.0
RE1,CA_DEMMINIGSL,2,2043,0.0
RE1,CA_DEMMININGS,1,2043,0.0
RE1,CA_DEMMININGS,2,2043,0.0
RE1,CA_DEMNSEELC,1,2043,0.0
RE1,CA_DEMNSEELC,2,2043,0.0
RE1,CA_DEMRESBGSCKN_MID_RUR,1,2043,0.0
RE1,CA_DEMRESBGSCKN_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_PAR_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_POR_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_POR_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_POR_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_POR_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_POR_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_POR_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_POR_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_POR_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_POR_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_POR_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_POR_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_POR_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCAIR_SPL_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCCKN_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCCKN_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCCKN_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCCKN_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCCKN_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCCKN_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCCKN_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCCKN_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCCKN_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCCKN_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCCKN_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCCKN_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCFAN_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCFAN_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCFAN_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCFAN_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCFAN_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCFAN_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCFAN_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCFAN_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCFAN_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCFAN_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCFAN_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCFAN_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCILU_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCILU_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCILU_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCILU_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCILU_INC_RUR,1,2043,0.0
RE1,CA_DEMRESELCILU_INC_RUR,2,2043,0.0
RE1,CA_DEMRESELCILU_INC_URB,1,2043,0.0
RE1,CA_DEMRESELCILU_INC_URB,2,2043,0.0
RE1,CA_DEMRESELCILU_LFC_RUR,1,2043,0.0
RE1,CA_DEMRESELCILU_LFC_RUR,2,2043,0.0
RE1,CA_DEMRESELCILU_LFC_URB,1,2043,0.0
RE1,CA_DEMRESELCILU_LFC_URB,2,2043,0.0
RE1,CA_DEMRESELCILU_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCILU_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCILU_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCILU_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCILU_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCILU_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCILU_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCILU_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCOTH_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCOTH_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCOTH_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCOTH_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCOTH_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCOTH_LOW_RUR,2,2043,0.0
